seq,time,sell_pair,sell_pair_volume,buy_pair,buy_pair_volume
24381,21:01:21:000,[359],[1000],[390],[5000]
24382,21:01:21:500,[350],[3000],[380],[1000]
24383,21:01:22:000,[360],[4000],[379],[5000]
24384,21:01:22:500,[360],[1000],[400],[1000]
24385,21:01:23:000,[360],[1000],[390],[1000]
24386,21:01:23:500,[360],[2000],[390],[2000]
24387,21:01:24:000,[370],[1000],[409],[6000]
24388,21:01:24:500,[370],[1000],[400],[8000]
24389,21:01:25:000,[359],[6000],[400],[1000]
24390,21:01:25:500,[359],[5000],[389],[3000]
24391,21:01:26:000,[360],[1000],[389],[6000]
24392,21:01:26:500,[359],[5000],[389],[6000]
24393,21:01:27:000,[360],[1000],[390],[10000]
24394,21:01:28:000,[350],[4000],[379],[9000]
24395,21:01:28:500,[350],[3000],[379],[4000]
24396,21:01:29:000,[359],[7000],[389],[6000]
24397,21:01:29:500,[359],[4000],[390],[8000]
24398,21:01:30:000,[359],[1000],[390],[8000]
24399,21:01:30:500,[350],[2000],[390],[8000]
24400,21:01:31:000,[359],[4000],[400],[8000]
24401,21:01:31:500,[359],[1000],[389],[3000]
24402,21:01:32:000,[350],[1000],[379],[2000]
24403,21:01:32:500,[370],[1000],[390],[4000]
24404,21:01:33:000,[360],[3000],[379],[2000]
24405,21:01:33:500,[370],[1000],[400],[2000]
24406,21:01:34:000,[370],[1000],[390],[2000]
24407,21:01:34:500,[370],[1000],[400],[2000]
24408,21:01:35:000,[360],[1000],[400],[2000]
24409,21:01:35:500,[350],[7000],[390],[1000]
24410,21:01:36:000,[360],[1000],[400],[11000]
24411,21:01:36:500,[360],[1000],[379],[2000]
24412,21:01:37:000,[360],[3000],[400],[11000]
24413,21:01:37:500,[360],[3000],[390],[2000]
24414,21:01:38:000,[370],[1000],[400],[11000]
24415,21:01:38:500,[379],[1000],[400],[9000]
24416,21:01:39:000,[370],[1000],[409],[9000]
24417,21:01:39:500,[370],[3000],[400],[6000]
24418,21:01:40:000,[370],[3000],[400],[6000]
24419,21:01:40:500,[379],[2000],[409],[5000]
24420,21:01:41:000,[370],[6000],[409],[6000]
24421,21:01:41:500,[360],[6000],[389],[5000]
24422,21:01:42:000,[370],[6000],[389],[5000]
24423,21:01:42:500,[370],[5000],[400],[5000]
24424,21:01:44:000,[359],[6000],[389],[5000]
24425,21:01:44:500,[359],[5000],[379],[3000]
24426,21:01:45:000,[359],[1000],[379],[1000]
24427,21:01:45:500,[359],[5000],[390],[9000]
24428,21:01:46:000,[359],[6000],[390],[4000]
24429,21:01:46:500,[359],[1000],[390],[2000]
24430,21:01:47:000,[369],[1000],[400],[2000]
24431,21:01:47:500,[369],[1000],[400],[2000]
24432,21:01:48:000,[350],[9000],[389],[2000]
24433,21:01:48:500,[359],[1000],[390],[3000]
24434,21:01:49:000,[359],[2000],[390],[3000]
24435,21:01:49:500,[359],[3000],[400],[3000]
24436,21:01:50:000,[359],[1000],[400],[5000]
24437,21:01:50:500,[359],[4000],[389],[1000]
24438,21:01:51:000,[370],[1000],[389],[1000]
24439,21:01:51:500,[370],[1000],[389],[1000]
24440,21:01:52:000,[359],[7000],[389],[1000]
24441,21:01:52:500,[359],[6000],[389],[3000]
24442,21:01:53:000,[369],[6000],[390],[6000]
24443,21:01:53:500,[369],[6000],[400],[5000]
24444,21:01:54:000,[369],[6000],[390],[1000]
24445,21:01:54:500,[369],[5000],[390],[4000]
24446,21:01:55:000,[359],[3000],[390],[5000]
24447,21:01:55:500,[359],[3000],[390],[4000]
24448,21:01:56:000,[369],[3000],[390],[3000]
24449,21:01:56:500,[369],[1000],[390],[4000]
24450,21:01:57:000,[370],[7000],[400],[6000]
24451,21:01:57:500,[359],[5000],[400],[6000]
24452,21:01:58:000,[359],[4000],[379],[1000]
24453,21:01:58:500,[359],[6000],[389],[6000]
24454,21:01:59:000,[370],[6000],[410],[3000]
24455,21:01:59:500,[360],[4000],[400],[7000]
24456,21:02:00:000,[360],[4000],[400],[7000]
24457,21:02:00:500,[350],[2000],[400],[3000]
24458,21:02:01:000,[350],[3000],[390],[4000]
24459,21:02:01:500,[350],[2000],[379],[3000]
24460,21:02:02:000,[339],[5000],[370],[4000]
24461,21:02:02:500,[339],[4000],[379],[2000]
24462,21:02:03:000,[350],[4000],[379],[3000]
24463,21:02:03:500,[350],[5000],[379],[3000]
24464,21:02:04:000,[350],[10000],[379],[3000]
24465,21:02:04:500,[350],[9000],[379],[5000]
24466,21:02:05:000,[350],[11000],[379],[5000]
24467,21:02:05:500,[350],[9000],[379],[3000]
24468,21:02:06:000,[340],[10000],[379],[5000]
24469,21:02:06:500,[350],[2000],[379],[8000]
24470,21:02:07:000,[340],[5000],[389],[11000]
24471,21:02:07:500,[350],[1000],[389],[11000]
24472,21:02:08:000,[350],[1000],[379],[1000]
24473,21:02:08:500,[350],[3000],[389],[11000]
24474,21:02:09:000,[350],[1000],[400],[10000]
24475,21:02:09:500,[350],[2000],[389],[7000]
24476,21:02:10:500,[359],[2000],[389],[4000]
24477,21:02:11:000,[359],[2000],[389],[4000]
24478,21:02:12:000,[339],[2000],[379],[9000]
24479,21:02:12:500,[339],[4000],[380],[1000]
24480,21:02:13:000,[360],[2000],[390],[12000]
24481,21:02:13:500,[339],[3000],[370],[1000]
24482,21:02:14:000,[350],[3000],[380],[3000]
24483,21:02:14:500,[350],[1000],[390],[15000]
24484,21:02:15:000,[339],[4000],[390],[14000]
24485,21:02:15:500,[339],[7000],[390],[14000]
24486,21:02:17:500,[350],[7000],[390],[14000]
24487,21:02:18:000,[339],[5000],[390],[11000]
24488,21:02:18:500,[339],[7000],[390],[9000]
24489,21:02:19:000,[339],[5000],[390],[9000]
24490,21:02:19:500,[350],[7000],[379],[9000]
24491,21:02:20:000,[339],[5000],[390],[9000]
24492,21:02:20:500,[339],[7000],[379],[9000]
24493,21:02:21:000,[339],[4000],[390],[9000]
24494,21:02:21:500,[350],[6000],[379],[9000]
24495,21:02:22:000,[350],[2000],[379],[8000]
24496,21:02:22:500,[350],[3000],[389],[8000]
24497,21:02:23:000,[350],[3000],[389],[6000]
24498,21:02:23:500,[350],[5000],[389],[6000]
24499,21:02:24:000,[340],[3000],[370],[3000]
24500,21:02:24:500,[350],[2000],[379],[3000]
24501,21:02:25:000,[340],[9000],[379],[3000]
24502,21:02:25:500,[359],[3000],[389],[6000]
24503,21:02:26:000,[350],[7000],[389],[3000]
24504,21:02:26:500,[340],[8000],[379],[6000]
24505,21:02:27:000,[340],[5000],[379],[6000]
24506,21:02:27:500,[350],[7000],[379],[6000]
24507,21:02:28:000,[350],[4000],[379],[6000]
24508,21:02:28:500,[350],[5000],[379],[5000]
24509,21:02:29:000,[350],[3000],[379],[5000]
24510,21:02:29:500,[350],[4000],[379],[5000]
24511,21:02:30:000,[350],[2000],[379],[5000]
24512,21:02:30:500,[340],[2000],[379],[5000]
24513,21:02:31:000,[350],[1000],[379],[5000]
24514,21:02:31:500,[340],[2000],[379],[5000]
24515,21:02:32:000,[350],[1000],[390],[4000]
24516,21:02:32:500,[340],[5000],[379],[6000]
24517,21:02:33:000,[340],[4000],[369],[3000]
24518,21:02:33:500,[340],[13000],[359],[3000]
24519,21:02:34:000,[350],[1000],[379],[8000]
24520,21:02:34:500,[340],[3000],[379],[8000]
24521,21:02:35:000,[340],[5000],[379],[8000]
24522,21:02:36:000,[350],[4000],[379],[4000]
24523,21:02:36:500,[350],[2000],[370],[3000]
24524,21:02:37:000,[350],[2000],[379],[3000]
24525,21:02:37:500,[350],[1000],[370],[3000]
24526,21:02:38:000,[350],[2000],[370],[3000]
24527,21:02:38:500,[350],[1000],[370],[1000]
24528,21:02:39:000,[350],[1000],[379],[7000]
24529,21:02:39:500,[339],[5000],[379],[7000]
24530,21:02:40:000,[339],[6000],[379],[9000]
24531,21:02:40:500,[339],[5000],[379],[9000]
24532,21:02:41:000,[339],[4000],[379],[3000]
24533,21:02:41:500,[339],[14000],[379],[3000]
24534,21:02:42:000,[339],[16000],[370],[2000]
24535,21:02:42:500,[339],[18000],[370],[4000]
24536,21:02:43:000,[339],[18000],[370],[4000]
24537,21:02:43:500,[339],[22000],[370],[4000]
24538,21:02:44:000,[339],[21000],[370],[3000]
24539,21:02:44:500,[339],[23000],[379],[6000]
24540,21:02:45:000,[340],[1000],[369],[5000]
24541,21:02:45:500,[350],[3000],[379],[6000]
24542,21:02:46:000,[350],[2000],[379],[5000]
24543,21:02:46:500,[350],[3000],[369],[5000]
24544,21:02:47:000,[359],[2000],[379],[8000]
24545,21:02:47:500,[350],[7000],[379],[6000]
24546,21:02:48:000,[350],[4000],[379],[6000]
24547,21:02:48:500,[350],[3000],[379],[6000]
24548,21:02:49:000,[350],[3000],[379],[3000]
24549,21:02:49:500,[350],[4000],[390],[7000]
24550,21:02:50:000,[350],[3000],[380],[1000]
24551,21:02:50:500,[350],[3000],[390],[8000]
24552,21:02:51:000,[350],[2000],[380],[7000]
24553,21:02:51:500,[340],[2000],[370],[1000]
24554,21:02:52:000,[350],[11000],[380],[5000]
24555,21:02:52:500,[350],[3000],[380],[3000]
24556,21:02:53:500,[350],[2000],[380],[2000]
24557,21:02:54:000,[350],[3000],[390],[9000]
24558,21:02:54:500,[340],[2000],[380],[11000]
24559,21:02:55:000,[340],[3000],[380],[11000]
24560,21:02:55:500,[350],[2000],[380],[11000]
24561,21:02:56:000,[350],[3000],[380],[11000]
24562,21:02:57:000,[350],[3000],[380],[11000]
24563,21:02:57:500,[350],[2000],[380],[11000]
24564,21:02:58:000,[360],[2000],[390],[6000]
24565,21:02:58:500,[350],[4000],[379],[6000]
24566,21:02:59:000,[350],[4000],[379],[4000]
24567,21:02:59:500,[339],[3000],[379],[7000]
24568,21:03:00:000,[339],[4000],[379],[7000]
24569,21:03:00:500,[339],[3000],[379],[8000]
24570,21:03:01:000,[339],[4000],[379],[8000]
24571,21:03:01:500,[339],[3000],[379],[8000]
24572,21:03:02:000,[339],[4000],[379],[7000]
24573,21:03:02:500,[339],[3000],[370],[2000]
24574,21:03:03:000,[350],[1000],[370],[2000]
24575,21:03:04:500,[340],[2000],[379],[2000]
24576,21:03:05:000,[350],[2000],[379],[1000]
24577,21:03:05:500,[350],[1000],[390],[3000]
24578,21:03:06:000,[359],[1000],[380],[2000]
24579,21:03:06:500,[350],[10000],[380],[2000]
24580,21:03:07:000,[350],[10000],[390],[5000]
24581,21:03:07:500,[360],[8000],[390],[4000]
24582,21:03:08:000,[360],[5000],[390],[4000]
24583,21:03:09:000,[360],[3000],[390],[4000]
24584,21:03:09:500,[360],[2000],[390],[4000]
24585,21:03:10:000,[360],[1000],[390],[3000]
24586,21:03:10:500,[360],[1000],[390],[1000]
24587,21:03:12:500,[359],[5000],[400],[4000]
24588,21:03:13:000,[359],[4000],[389],[3000]
24589,21:03:13:500,[350],[3000],[389],[2000]
24590,21:03:14:000,[359],[2000],[389],[1000]
24591,21:03:14:500,[359],[2000],[379],[2000]
24592,21:03:15:000,[359],[2000],[379],[1000]
24593,21:03:16:000,[350],[6000],[379],[5000]
24594,21:03:16:500,[350],[7000],[379],[4000]
24595,21:03:17:000,[340],[6000],[379],[2000]
24596,21:03:17:500,[340],[6000],[379],[5000]
24597,21:03:18:500,[340],[6000],[370],[1000]
24598,21:03:19:000,[340],[15000],[370],[1000]
24599,21:03:19:500,[340],[15000],[379],[3000]
24600,21:03:20:000,[340],[6000],[379],[2000]
24601,21:03:20:500,[340],[7000],[379],[3000]
24602,21:03:21:000,[340],[5000],[379],[3000]
24603,21:03:21:500,[340],[6000],[379],[4000]
24604,21:03:22:000,[340],[4000],[379],[4000]
24605,21:03:22:500,[340],[5000],[370],[1000]
24606,21:03:23:000,[340],[14000],[370],[1000]
24607,21:03:24:000,[340],[14000],[370],[1000]
24608,21:03:24:500,[329],[14000],[370],[1000]
24609,21:03:25:000,[350],[1000],[370],[1000]
24610,21:03:25:500,[350],[3000],[390],[5000]
24611,21:03:26:000,[350],[2000],[380],[6000]
24612,21:03:26:500,[340],[2000],[390],[5000]
24613,21:03:27:000,[350],[1000],[390],[4000]
24614,21:03:27:500,[340],[4000],[390],[4000]
24615,21:03:28:000,[350],[3000],[390],[4000]
24616,21:03:28:500,[350],[4000],[380],[3000]
24617,21:03:29:000,[350],[4000],[380],[3000]
24618,21:03:32:500,[340],[4000],[390],[4000]
24619,21:03:33:500,[350],[4000],[380],[4000]
24620,21:03:34:000,[340],[4000],[390],[4000]
24621,21:03:34:500,[350],[4000],[390],[3000]
24622,21:03:35:000,[350],[4000],[380],[2000]
24623,21:03:35:500,[350],[4000],[380],[3000]
24624,21:03:36:000,[350],[4000],[380],[2000]
24625,21:03:37:000,[350],[4000],[380],[1000]
24626,21:03:38:500,[340],[3000],[380],[4000]
24627,21:03:39:000,[340],[3000],[370],[1000]
24628,21:03:39:500,[340],[12000],[379],[4000]
24629,21:03:40:000,[340],[12000],[370],[1000]
24630,21:03:40:500,[340],[12000],[370],[1000]
24631,21:03:41:000,[350],[4000],[390],[3000]
24632,21:03:41:500,[350],[4000],[379],[5000]
24633,21:03:42:000,[339],[4000],[379],[5000]
24634,21:03:42:500,[339],[3000],[379],[6000]
24635,21:03:43:500,[339],[3000],[390],[6000]
24636,21:03:46:500,[350],[4000],[379],[5000]
24637,21:03:47:000,[350],[4000],[379],[2000]
24638,21:03:55:000,[350],[4000],[379],[5000]
24639,21:03:55:500,[350],[4000],[389],[7000]
24640,21:03:56:000,[350],[4000],[379],[4000]
24641,21:03:56:500,[350],[4000],[379],[4000]
24642,21:03:57:500,[350],[3000],[379],[3000]
24643,21:03:58:000,[350],[3000],[379],[1000]
24644,21:03:58:500,[350],[3000],[379],[1000]
24645,21:04:00:500,[350],[3000],[379],[2000]
24646,21:04:01:000,[350],[2000],[379],[1000]
24647,21:04:01:500,[350],[2000],[379],[2000]
24648,21:04:04:000,[339],[2000],[379],[6000]
24649,21:04:04:500,[339],[3000],[370],[2000]
24650,21:04:05:000,[339],[7000],[379],[6000]
24651,21:04:05:500,[339],[3000],[379],[6000]
24652,21:04:06:000,[339],[3000],[379],[6000]
24653,21:04:06:500,[339],[3000],[379],[6000]
24654,21:04:08:000,[350],[4000],[379],[3000]
24655,21:04:08:500,[350],[3000],[379],[2000]
24656,21:04:09:000,[350],[2000],[379],[7000]
24657,21:04:09:500,[350],[1000],[379],[3000]
24658,21:04:10:000,[350],[1000],[379],[3000]
24659,21:04:10:500,[350],[1000],[379],[3000]
24660,21:04:11:500,[350],[1000],[369],[3000]
24661,21:04:12:000,[350],[1000],[379],[3000]
24662,21:04:12:500,[350],[2000],[379],[3000]
24663,21:04:14:000,[350],[2000],[379],[3000]
24664,21:04:17:000,[350],[1000],[379],[3000]
24665,21:04:17:500,[350],[1000],[379],[3000]
24666,21:04:19:000,[350],[1000],[379],[1000]
24667,21:04:19:500,[350],[1000],[379],[1000]
24668,21:04:20:000,[340],[5000],[390],[3000]
24669,21:04:20:500,[340],[2000],[379],[4000]
24670,21:04:21:000,[340],[2000],[379],[4000]
24671,21:04:21:500,[350],[1000],[379],[3000]
24672,21:04:22:000,[350],[1000],[379],[3000]
24673,21:04:22:500,[350],[2000],[379],[3000]
24674,21:04:23:000,[350],[2000],[379],[4000]
24675,21:04:25:000,[340],[1000],[389],[4000]
24676,21:04:25:500,[340],[2000],[379],[6000]
24677,21:04:26:000,[350],[1000],[390],[5000]
24678,21:04:30:500,[359],[1000],[389],[3000]
24679,21:04:31:000,[350],[4000],[389],[2000]
24680,21:04:32:000,[350],[5000],[389],[1000]
24681,21:04:32:500,[350],[5000],[389],[2000]
24682,21:04:33:000,[340],[5000],[389],[4000]
24683,21:04:33:500,[340],[5000],[389],[5000]
24684,21:04:34:000,[340],[5000],[389],[4000]
24685,21:04:34:500,[350],[5000],[389],[4000]
24686,21:04:35:000,[350],[5000],[389],[4000]
24687,21:04:35:500,[350],[5000],[389],[5000]
24688,21:04:36:500,[350],[5000],[389],[4000]
24689,21:04:37:500,[350],[5000],[389],[4000]
24690,21:04:38:500,[359],[5000],[400],[4000]
24691,21:04:39:000,[359],[4000],[390],[4000]
24692,21:04:39:500,[350],[4000],[390],[4000]
24693,21:04:40:000,[359],[2000],[390],[4000]
24694,21:04:40:500,[359],[1000],[390],[4000]
24695,21:04:42:000,[350],[3000],[390],[5000]
24696,21:04:42:500,[350],[1000],[390],[4000]
24697,21:04:43:000,[359],[1000],[390],[4000]
24698,21:04:43:500,[350],[1000],[379],[1000]
24699,21:04:44:000,[350],[1000],[379],[2000]
24700,21:04:45:000,[350],[1000],[379],[2000]
24701,21:04:45:500,[350],[1000],[390],[6000]
24702,21:04:46:000,[350],[1000],[379],[1000]
24703,21:04:46:500,[350],[1000],[390],[6000]
24704,21:04:47:000,[350],[2000],[410],[1000]
24705,21:04:47:500,[350],[3000],[390],[4000]
24706,21:04:48:000,[340],[3000],[390],[4000]
24707,21:04:48:500,[329],[6000],[379],[2000]
24708,21:04:49:000,[329],[8000],[379],[5000]
24709,21:04:49:500,[329],[10000],[370],[2000]
24710,21:04:50:000,[350],[1000],[379],[3000]
24711,21:04:50:500,[340],[9000],[379],[3000]
24712,21:04:51:000,[350],[1000],[379],[3000]
24713,21:04:52:500,[350],[1000],[379],[3000]
24714,21:04:53:000,[350],[1000],[379],[3000]
24715,21:04:54:000,[350],[1000],[370],[2000]
24716,21:04:54:500,[350],[1000],[379],[1000]
24717,21:04:55:500,[339],[2000],[379],[3000]
24718,21:04:56:500,[360],[1000],[379],[3000]
24719,21:04:57:000,[350],[1000],[379],[3000]
24720,21:04:58:000,[350],[1000],[389],[4000]
24721,21:04:58:500,[350],[1000],[379],[1000]
24722,21:04:59:000,[350],[1000],[379],[1000]
24723,21:04:59:500,[350],[1000],[379],[1000]
24724,21:05:00:000,[350],[1000],[379],[1000]
24725,21:05:00:500,[340],[1000],[379],[3000]
24726,21:05:01:000,[350],[1000],[370],[3000]
24727,21:05:01:500,[350],[2000],[380],[5000]
24728,21:05:02:000,[350],[3000],[380],[5000]
24729,21:05:02:500,[360],[2000],[390],[5000]
24730,21:05:03:000,[360],[2000],[390],[1000]
24731,21:05:03:500,[360],[1000],[400],[7000]
24732,21:05:04:000,[360],[1000],[400],[8000]
24733,21:05:04:500,[359],[3000],[400],[6000]
24734,21:05:05:000,[359],[1000],[389],[5000]
24735,21:05:05:500,[359],[1000],[400],[4000]
24736,21:05:06:000,[359],[1000],[400],[5000]
24737,21:05:06:500,[359],[5000],[400],[3000]
24738,21:05:07:000,[359],[4000],[390],[2000]
24739,21:05:07:500,[359],[4000],[390],[2000]
24740,21:05:08:000,[359],[1000],[400],[4000]
24741,21:05:08:500,[359],[1000],[400],[4000]
24742,21:05:09:500,[359],[1000],[400],[4000]
24743,21:05:10:500,[359],[1000],[400],[4000]
24744,21:05:11:000,[359],[1000],[400],[4000]
24745,21:05:11:500,[359],[1000],[400],[4000]
24746,21:05:13:000,[360],[5000],[400],[5000]
24747,21:05:13:500,[360],[4000],[389],[3000]
24748,21:05:14:000,[360],[4000],[389],[3000]
24749,21:05:14:500,[360],[1000],[389],[3000]
24750,21:05:15:000,[360],[1000],[389],[3000]
24751,21:05:15:500,[360],[1000],[389],[3000]
24752,21:05:17:000,[360],[1000],[389],[3000]
24753,21:05:18:000,[360],[1000],[389],[3000]
24754,21:05:18:500,[360],[1000],[389],[2000]
24755,21:05:19:000,[360],[1000],[389],[2000]
24756,21:05:19:500,[360],[1000],[389],[2000]
24757,21:05:20:000,[360],[1000],[389],[3000]
24758,21:05:21:500,[360],[1000],[389],[3000]
24759,21:05:22:000,[360],[1000],[389],[3000]
24760,21:05:23:000,[360],[1000],[389],[3000]
24761,21:05:24:500,[360],[1000],[389],[3000]
24762,21:05:25:500,[350],[5000],[389],[3000]
24763,21:05:26:500,[360],[3000],[389],[3000]
24764,21:05:27:000,[339],[5000],[379],[2000]
24765,21:05:27:500,[350],[2000],[389],[3000]
24766,21:05:28:000,[350],[2000],[389],[6000]
24767,21:05:28:500,[350],[2000],[389],[4000]
24768,21:05:29:000,[350],[2000],[389],[4000]
24769,21:05:30:000,[350],[2000],[389],[5000]
24770,21:05:30:500,[350],[2000],[379],[2000]
24771,21:05:31:500,[350],[2000],[379],[2000]
24772,21:05:32:000,[350],[2000],[389],[4000]
24773,21:05:32:500,[350],[2000],[389],[3000]
24774,21:05:33:500,[350],[5000],[379],[1000]
24775,21:05:34:000,[350],[5000],[390],[5000]
24776,21:05:34:500,[350],[5000],[390],[2000]
24777,21:05:35:000,[340],[5000],[379],[7000]
24778,21:05:35:500,[340],[13000],[389],[6000]
24779,21:05:36:000,[350],[15000],[400],[5000]
24780,21:05:36:500,[350],[5000],[400],[1000]
24781,21:05:37:000,[350],[5000],[400],[5000]
24782,21:05:37:500,[350],[6000],[400],[4000]
24783,21:05:38:000,[350],[3000],[389],[3000]
24784,21:05:38:500,[359],[1000],[389],[2000]
24785,21:05:39:000,[359],[4000],[389],[3000]
24786,21:05:40:000,[359],[4000],[389],[5000]
24787,21:05:41:000,[350],[4000],[390],[4000]
24788,21:05:41:500,[350],[4000],[390],[4000]
24789,21:05:42:000,[350],[4000],[390],[4000]
24790,21:05:42:500,[350],[4000],[390],[5000]
24791,21:05:43:000,[350],[4000],[390],[5000]
24792,21:05:43:500,[350],[4000],[390],[3000]
24793,21:05:44:000,[350],[4000],[390],[6000]
24794,21:05:44:500,[350],[4000],[390],[6000]
24795,21:05:45:000,[350],[4000],[390],[4000]
24796,21:05:45:500,[339],[4000],[390],[5000]
24797,21:05:46:000,[339],[4000],[380],[3000]
24798,21:05:46:500,[339],[8000],[390],[4000]
24799,21:05:47:000,[350],[4000],[390],[5000]
24800,21:05:47:500,[350],[4000],[390],[3000]
24801,21:05:48:000,[350],[4000],[390],[2000]
24802,21:05:48:500,[350],[4000],[390],[2000]
24803,21:05:49:500,[350],[4000],[400],[9000]
24804,21:05:50:000,[350],[4000],[390],[1000]
24805,21:05:50:500,[350],[5000],[410],[2000]
24806,21:05:51:000,[350],[2000],[389],[1000]
24807,21:05:51:500,[350],[2000],[389],[2000]
24808,21:05:52:000,[350],[1000],[389],[3000]
24809,21:05:52:500,[340],[4000],[379],[1000]
24810,21:05:53:000,[350],[4000],[390],[3000]
24811,21:05:53:500,[350],[4000],[390],[1000]
24812,21:05:54:000,[350],[4000],[400],[7000]
24813,21:05:54:500,[350],[4000],[400],[11000]
24814,21:05:56:000,[350],[4000],[390],[2000]
24815,21:05:56:500,[350],[4000],[390],[2000]
24816,21:05:58:500,[350],[5000],[390],[2000]
24817,21:06:00:000,[339],[5000],[390],[6000]
24818,21:06:00:500,[339],[5000],[380],[1000]
24819,21:06:01:000,[339],[9000],[380],[1000]
24820,21:06:01:500,[339],[13000],[380],[1000]
24821,21:06:02:000,[339],[13000],[390],[3000]
24822,21:06:02:500,[339],[4000],[390],[6000]
24823,21:06:03:000,[339],[4000],[390],[6000]
24824,21:06:04:000,[350],[2000],[380],[13000]
24825,21:06:04:500,[350],[2000],[380],[10000]
24826,21:06:07:000,[350],[2000],[380],[10000]
24827,21:06:08:000,[350],[1000],[390],[3000]
24828,21:06:08:500,[350],[1000],[390],[2000]
24829,21:06:10:000,[350],[4000],[390],[3000]
24830,21:06:10:500,[360],[4000],[390],[5000]
24831,21:06:12:000,[360],[1000],[390],[2000]
24832,21:06:12:500,[350],[6000],[400],[3000]
24833,21:06:13:000,[350],[4000],[389],[3000]
24834,21:06:13:500,[359],[1000],[389],[2000]
24835,21:06:14:000,[350],[4000],[389],[1000]
24836,21:06:14:500,[359],[4000],[400],[1000]
24837,21:06:15:000,[359],[4000],[390],[1000]
24838,21:06:15:500,[359],[4000],[390],[1000]
24839,21:06:17:000,[359],[3000],[390],[1000]
24840,21:06:17:500,[370],[3000],[400],[7000]
24841,21:06:18:000,[360],[3000],[389],[3000]
24842,21:06:18:500,[360],[3000],[389],[3000]
24843,21:06:19:000,[360],[3000],[389],[3000]
24844,21:06:19:500,[360],[3000],[389],[3000]
24845,21:06:20:000,[360],[3000],[389],[3000]
24846,21:06:20:500,[360],[3000],[389],[5000]
24847,21:06:21:000,[360],[3000],[389],[3000]
24848,21:06:21:500,[360],[3000],[400],[6000]
24849,21:06:22:000,[370],[3000],[400],[2000]
24850,21:06:22:500,[370],[3000],[400],[3000]
24851,21:06:23:000,[359],[5000],[400],[3000]
24852,21:06:25:500,[359],[3000],[390],[3000]
24853,21:06:27:500,[359],[3000],[390],[3000]
24854,21:06:28:000,[350],[6000],[390],[6000]
24855,21:06:28:500,[350],[6000],[390],[6000]
24856,21:06:29:000,[360],[2000],[390],[3000]
24857,21:06:29:500,[350],[5000],[380],[1000]
24858,21:06:30:000,[359],[1000],[380],[1000]
24859,21:06:31:500,[350],[5000],[390],[4000]
24860,21:06:32:000,[360],[5000],[390],[3000]
24861,21:06:33:000,[350],[5000],[380],[2000]
24862,21:06:33:500,[350],[5000],[380],[2000]
24863,21:06:34:500,[360],[2000],[390],[4000]
24864,21:06:35:000,[360],[2000],[379],[3000]
24865,21:06:35:500,[360],[1000],[379],[3000]
24866,21:06:36:000,[360],[1000],[379],[3000]
24867,21:06:39:500,[350],[7000],[389],[5000]
24868,21:06:40:000,[340],[3000],[379],[4000]
24869,21:06:40:500,[340],[3000],[379],[3000]
24870,21:06:41:000,[359],[2000],[400],[4000]
24871,21:06:41:500,[359],[1000],[389],[3000]
24872,21:06:42:000,[359],[4000],[389],[3000]
24873,21:06:43:000,[359],[1000],[389],[3000]
24874,21:06:43:500,[350],[4000],[389],[3000]
24875,21:06:44:000,[359],[4000],[389],[3000]
24876,21:06:44:500,[359],[4000],[389],[3000]
24877,21:06:45:000,[350],[4000],[400],[4000]
24878,21:06:45:500,[359],[4000],[400],[4000]
24879,21:06:46:000,[370],[1000],[410],[22000]
24880,21:06:46:500,[359],[2000],[390],[1000]
24881,21:06:47:000,[350],[4000],[400],[8000]
24882,21:06:47:500,[359],[1000],[390],[2000]
24883,21:06:48:000,[359],[4000],[400],[2000]
24884,21:06:48:500,[359],[4000],[400],[2000]
24885,21:06:50:000,[359],[3000],[400],[6000]
24886,21:06:50:500,[359],[3000],[389],[1000]
24887,21:06:51:000,[359],[3000],[400],[4000]
24888,21:06:51:500,[370],[1000],[400],[4000]
24889,21:06:52:000,[359],[4000],[410],[10000]
24890,21:06:52:500,[359],[4000],[410],[7000]
24891,21:06:53:500,[359],[4000],[400],[4000]
24892,21:06:54:000,[370],[1000],[400],[4000]
24893,21:06:54:500,[370],[1000],[400],[3000]
24894,21:06:56:500,[359],[3000],[410],[7000]
24895,21:06:58:500,[360],[1000],[400],[2000]
24896,21:06:59:000,[360],[1000],[400],[2000]
24897,21:07:02:500,[360],[4000],[390],[3000]
24898,21:07:03:000,[360],[4000],[400],[4000]
24899,21:07:03:500,[350],[4000],[400],[3000]
24900,21:07:04:000,[350],[4000],[400],[1000]
24901,21:07:04:500,[350],[4000],[390],[5000]
24902,21:07:05:000,[360],[4000],[390],[5000]
24903,21:07:08:000,[360],[1000],[390],[2000]
24904,21:07:08:500,[359],[1000],[400],[1000]
24905,21:07:09:000,[350],[2000],[400],[3000]
24906,21:07:09:500,[359],[4000],[400],[5000]
24907,21:07:10:000,[359],[4000],[400],[2000]
24908,21:07:10:500,[359],[4000],[409],[4000]
24909,21:07:11:000,[370],[4000],[409],[4000]
24910,21:07:11:500,[360],[5000],[409],[7000]
24911,21:07:12:000,[370],[3000],[409],[3000]
24912,21:07:12:500,[360],[3000],[400],[1000]
24913,21:07:13:000,[360],[3000],[400],[2000]
24914,21:07:13:500,[360],[3000],[400],[2000]
24915,21:07:14:000,[360],[3000],[400],[2000]
24916,21:07:14:500,[360],[3000],[400],[2000]
24917,21:07:15:500,[360],[3000],[400],[2000]
