seq,time,sell_pair,sell_pair_volume,buy_pair,buy_pair_volume
35573,22:59:55:500,[600],[1000],[619],[1000]
35574,22:59:56:000,[600],[1000],[619],[1000]
35575,22:59:56:500,[600],[1000],[619],[1000]
35576,22:59:57:000,[600],[1000],[619],[3000]
35577,22:59:57:500,[600],[1000],[619],[3000]
35578,22:59:58:000,[600],[1000],[619],[3000]
35579,22:59:58:500,[600],[1000],[619],[3000]
35580,22:59:59:000,[600],[1000],[619],[3000]
35581,22:59:59:500,[600],[1000],[619],[3000]
35582,23:00:00:000,[600],[1000],[619],[3000]
35583,23:00:00:500,[600],[3000],[629],[4000]
35584,23:00:01:000,[600],[3000],[639],[6000]
35585,23:00:01:500,[600],[4000],[639],[6000]
35586,23:00:02:000,[600],[2000],[629],[3000]
35587,23:00:02:500,[600],[2000],[629],[3000]
35588,23:00:03:000,[589],[2000],[620],[4000]
35589,23:00:03:500,[589],[2000],[629],[4000]
35590,23:00:04:000,[589],[2000],[629],[3000]
35591,23:00:04:500,[589],[2000],[639],[8000]
35592,23:00:05:000,[600],[2000],[639],[3000]
35593,23:00:05:500,[600],[2000],[630],[3000]
35594,23:00:06:000,[590],[2000],[640],[6000]
35595,23:00:06:500,[590],[1000],[629],[4000]
35596,23:00:07:000,[579],[2000],[629],[4000]
35597,23:00:07:500,[579],[2000],[629],[4000]
35598,23:00:08:000,[579],[2000],[629],[7000]
35599,23:00:08:500,[579],[2000],[629],[7000]
35600,23:00:09:000,[579],[2000],[629],[7000]
35601,23:00:09:500,[579],[2000],[629],[7000]
35602,23:00:10:000,[579],[2000],[629],[7000]
35603,23:00:10:500,[579],[2000],[629],[7000]
35604,23:00:11:000,[570],[6000],[609],[8000]
35605,23:00:11:500,[590],[4000],[619],[7000]
35606,23:00:12:000,[590],[5000],[629],[6000]
35607,23:00:12:500,[590],[4000],[629],[7000]
35608,23:00:13:000,[600],[1000],[640],[7000]
35609,23:00:13:500,[609],[1000],[629],[7000]
35610,23:00:14:000,[600],[2000],[629],[11000]
35611,23:00:14:500,[600],[2000],[629],[10000]
35612,23:00:15:000,[600],[2000],[629],[10000]
35613,23:00:15:500,[589],[2000],[629],[10000]
35614,23:00:16:000,[600],[2000],[629],[7000]
35615,23:00:16:500,[590],[4000],[639],[3000]
35616,23:00:17:000,[590],[4000],[639],[2000]
35617,23:00:17:500,[600],[2000],[639],[3000]
35618,23:00:18:000,[600],[2000],[640],[7000]
35619,23:00:18:500,[600],[1000],[650],[6000]
35620,23:00:19:000,[619],[1000],[650],[3000]
35621,23:00:19:500,[619],[1000],[640],[1000]
35622,23:00:20:000,[619],[1000],[640],[2000]
35623,23:00:20:500,[609],[1000],[640],[3000]
35624,23:00:21:000,[609],[1000],[639],[1000]
35625,23:00:21:500,[609],[1000],[650],[8000]
35626,23:00:22:000,[609],[1000],[650],[5000]
35627,23:00:22:500,[609],[1000],[650],[4000]
35628,23:00:23:000,[609],[1000],[650],[7000]
35629,23:00:23:500,[609],[1000],[650],[7000]
35630,23:00:24:000,[609],[1000],[650],[7000]
35631,23:00:24:500,[609],[1000],[650],[8000]
35632,23:00:25:000,[609],[1000],[650],[5000]
35633,23:00:25:500,[609],[1000],[650],[8000]
35634,23:00:26:000,[609],[1000],[650],[8000]
35635,23:00:26:500,[619],[1000],[650],[3000]
35636,23:00:27:000,[619],[1000],[640],[2000]
35637,23:00:27:500,[619],[1000],[640],[5000]
35638,23:00:28:000,[609],[2000],[639],[15000]
35639,23:00:28:500,[600],[2000],[639],[15000]
35640,23:00:29:000,[600],[3000],[650],[3000]
35641,23:00:29:500,[600],[5000],[639],[4000]
35642,23:00:30:000,[600],[3000],[650],[3000]
35643,23:00:30:500,[609],[1000],[650],[3000]
35644,23:00:31:000,[609],[1000],[650],[3000]
35645,23:00:31:500,[609],[1000],[650],[3000]
35646,23:00:32:000,[609],[1000],[650],[3000]
35647,23:00:32:500,[619],[1000],[650],[3000]
35648,23:00:33:000,[609],[1000],[640],[5000]
35649,23:00:33:500,[609],[1000],[650],[8000]
35650,23:00:34:000,[609],[1000],[639],[2000]
35651,23:00:34:500,[609],[1000],[650],[4000]
35652,23:00:35:000,[629],[1000],[659],[7000]
35653,23:00:35:500,[609],[1000],[639],[8000]
35654,23:00:36:000,[600],[1000],[650],[12000]
35655,23:00:36:500,[609],[1000],[640],[1000]
35656,23:00:37:000,[600],[2000],[640],[8000]
35657,23:00:37:500,[600],[2000],[640],[5000]
35658,23:00:38:000,[609],[2000],[640],[3000]
35659,23:00:38:500,[609],[2000],[640],[3000]
35660,23:00:39:000,[619],[2000],[640],[1000]
35661,23:00:39:500,[619],[2000],[650],[15000]
35662,23:00:40:000,[619],[2000],[650],[16000]
35663,23:00:40:500,[619],[3000],[650],[16000]
35664,23:00:41:000,[619],[3000],[640],[2000]
35665,23:00:41:500,[609],[3000],[639],[4000]
35666,23:00:42:000,[609],[3000],[639],[4000]
35667,23:00:42:500,[620],[2000],[639],[4000]
35668,23:00:43:000,[610],[2000],[640],[1000]
35669,23:00:43:500,[609],[1000],[640],[10000]
35670,23:00:44:000,[609],[1000],[650],[3000]
35671,23:00:44:500,[609],[3000],[650],[4000]
35672,23:00:45:000,[609],[3000],[650],[3000]
35673,23:00:45:500,[609],[2000],[650],[3000]
35674,23:00:46:000,[609],[2000],[650],[1000]
35675,23:00:46:500,[609],[2000],[640],[3000]
35676,23:00:47:000,[610],[1000],[639],[3000]
35677,23:00:47:500,[610],[2000],[660],[3000]
35678,23:00:48:000,[610],[1000],[660],[6000]
35679,23:00:48:500,[620],[1000],[650],[1000]
35680,23:00:49:000,[620],[1000],[650],[1000]
35681,23:00:49:500,[620],[1000],[660],[6000]
35682,23:00:50:000,[629],[1000],[660],[8000]
35683,23:00:50:500,[610],[2000],[650],[5000]
35684,23:00:51:000,[620],[1000],[650],[4000]
35685,23:00:51:500,[609],[2000],[650],[7000]
35686,23:00:52:000,[609],[1000],[650],[5000]
35687,23:00:52:500,[609],[3000],[650],[5000]
35688,23:00:53:000,[619],[2000],[650],[3000]
35689,23:00:53:500,[619],[2000],[650],[3000]
35690,23:00:54:000,[629],[1000],[650],[3000]
35691,23:00:54:500,[619],[1000],[650],[3000]
35692,23:00:55:000,[609],[2000],[650],[4000]
35693,23:00:55:500,[609],[2000],[650],[1000]
35694,23:00:56:000,[610],[2000],[650],[3000]
35695,23:00:56:500,[620],[1000],[659],[6000]
35696,23:00:57:000,[620],[2000],[659],[6000]
35697,23:00:57:500,[620],[2000],[659],[6000]
35698,23:00:58:000,[620],[2000],[659],[6000]
35699,23:00:58:500,[629],[2000],[659],[6000]
35700,23:00:59:000,[620],[2000],[650],[6000]
35701,23:00:59:500,[620],[1000],[660],[4000]
35702,23:01:00:000,[619],[2000],[660],[7000]
35703,23:01:00:500,[609],[2000],[650],[4000]
35704,23:01:01:000,[609],[1000],[650],[4000]
35705,23:01:01:500,[609],[1000],[639],[1000]
35706,23:01:02:000,[609],[2000],[660],[6000]
35707,23:01:02:500,[620],[2000],[660],[6000]
35708,23:01:03:000,[620],[2000],[660],[6000]
35709,23:01:03:500,[619],[2000],[660],[3000]
35710,23:01:04:000,[619],[2000],[659],[4000]
35711,23:01:04:500,[600],[3000],[659],[5000]
35712,23:01:05:000,[600],[3000],[650],[8000]
35713,23:01:05:500,[629],[1000],[650],[5000]
35714,23:01:06:000,[620],[1000],[650],[3000]
35715,23:01:06:500,[610],[5000],[650],[6000]
35716,23:01:07:000,[609],[1000],[650],[6000]
35717,23:01:07:500,[609],[1000],[650],[6000]
35718,23:01:08:000,[609],[1000],[650],[6000]
35719,23:01:08:500,[620],[1000],[650],[6000]
35720,23:01:09:000,[620],[1000],[650],[3000]
35721,23:01:09:500,[610],[4000],[650],[1000]
35722,23:01:10:000,[600],[4000],[650],[6000]
35723,23:01:10:500,[609],[1000],[650],[6000]
35724,23:01:11:000,[609],[1000],[650],[6000]
35725,23:01:11:500,[609],[1000],[650],[6000]
35726,23:01:12:000,[609],[1000],[650],[6000]
35727,23:01:12:500,[609],[1000],[650],[6000]
35728,23:01:13:000,[609],[1000],[650],[6000]
35729,23:01:13:500,[609],[1000],[650],[6000]
35730,23:01:14:000,[609],[1000],[650],[6000]
35731,23:01:14:500,[609],[1000],[650],[6000]
35732,23:01:15:000,[609],[1000],[650],[6000]
35733,23:01:15:500,[609],[1000],[650],[6000]
35734,23:01:16:000,[609],[1000],[650],[6000]
35735,23:01:16:500,[609],[1000],[640],[3000]
35736,23:01:17:000,[609],[1000],[650],[1000]
35737,23:01:17:500,[619],[1000],[650],[2000]
35738,23:01:18:000,[619],[1000],[659],[6000]
35739,23:01:18:500,[619],[1000],[650],[1000]
35740,23:01:19:000,[619],[1000],[650],[1000]
35741,23:01:19:500,[629],[1000],[659],[6000]
35742,23:01:20:000,[619],[2000],[659],[11000]
35743,23:01:20:500,[619],[2000],[659],[12000]
35744,23:01:21:000,[619],[2000],[659],[9000]
35745,23:01:21:500,[619],[2000],[659],[9000]
35746,23:01:22:000,[620],[2000],[650],[10000]
35747,23:01:22:500,[620],[2000],[650],[4000]
35748,23:01:23:000,[620],[2000],[650],[4000]
35749,23:01:23:500,[620],[1000],[650],[4000]
35750,23:01:24:000,[620],[2000],[670],[5000]
35751,23:01:24:500,[620],[1000],[650],[1000]
35752,23:01:25:000,[620],[1000],[650],[5000]
35753,23:01:25:500,[629],[1000],[660],[8000]
35754,23:01:26:000,[610],[1000],[650],[5000]
35755,23:01:26:500,[600],[3000],[650],[3000]
35756,23:01:27:000,[620],[1000],[650],[3000]
35757,23:01:27:500,[620],[1000],[650],[3000]
35758,23:01:28:000,[620],[2000],[650],[6000]
35759,23:01:28:500,[610],[2000],[650],[3000]
35760,23:01:29:000,[610],[2000],[650],[6000]
35761,23:01:29:500,[610],[2000],[650],[6000]
35762,23:01:30:000,[610],[3000],[650],[6000]
35763,23:01:30:500,[610],[3000],[660],[6000]
35764,23:01:31:000,[620],[1000],[650],[1000]
35765,23:01:31:500,[620],[1000],[639],[1000]
35766,23:01:32:000,[620],[1000],[650],[1000]
35767,23:01:32:500,[620],[2000],[650],[1000]
35768,23:01:33:000,[629],[2000],[660],[2000]
35769,23:01:33:500,[620],[2000],[650],[3000]
35770,23:01:34:000,[620],[2000],[650],[1000]
35771,23:01:34:500,[609],[2000],[650],[7000]
35772,23:01:35:000,[609],[2000],[650],[7000]
35773,23:01:35:500,[609],[2000],[650],[7000]
35774,23:01:36:000,[619],[1000],[659],[7000]
35775,23:01:36:500,[619],[1000],[650],[7000]
35776,23:01:37:000,[629],[1000],[650],[5000]
35777,23:01:37:500,[629],[1000],[650],[2000]
35778,23:01:38:000,[629],[1000],[650],[2000]
35779,23:01:38:500,[629],[1000],[650],[5000]
35780,23:01:39:000,[619],[1000],[650],[5000]
35781,23:01:39:500,[619],[1000],[650],[5000]
35782,23:01:40:000,[619],[1000],[650],[6000]
35783,23:01:40:500,[619],[1000],[659],[6000]
35784,23:01:41:000,[619],[1000],[659],[6000]
35785,23:01:41:500,[619],[1000],[659],[6000]
35786,23:01:42:000,[629],[1000],[659],[6000]
35787,23:01:42:500,[629],[1000],[650],[3000]
35788,23:01:43:000,[619],[1000],[640],[2000]
35789,23:01:43:500,[619],[1000],[659],[8000]
35790,23:01:44:000,[619],[1000],[659],[8000]
35791,23:01:44:500,[629],[1000],[650],[6000]
35792,23:01:45:000,[629],[1000],[650],[6000]
35793,23:01:45:500,[629],[1000],[650],[6000]
35794,23:01:46:000,[629],[1000],[650],[6000]
35795,23:01:46:500,[629],[1000],[650],[6000]
35796,23:01:47:000,[629],[1000],[650],[3000]
35797,23:01:47:500,[629],[1000],[650],[3000]
35798,23:01:48:000,[629],[1000],[650],[3000]
35799,23:01:48:500,[629],[1000],[650],[3000]
35800,23:01:49:000,[629],[1000],[650],[4000]
35801,23:01:49:500,[629],[1000],[650],[4000]
35802,23:01:50:000,[629],[1000],[650],[4000]
35803,23:01:50:500,[629],[1000],[650],[4000]
35804,23:01:51:000,[629],[1000],[650],[4000]
35805,23:01:51:500,[629],[1000],[650],[4000]
35806,23:01:52:000,[629],[1000],[650],[4000]
35807,23:01:52:500,[629],[1000],[650],[4000]
35808,23:01:53:000,[629],[1000],[650],[4000]
35809,23:01:53:500,[619],[1000],[640],[2000]
35810,23:01:54:000,[619],[1000],[650],[2000]
35811,23:01:54:500,[619],[1000],[650],[2000]
35812,23:01:55:000,[619],[1000],[650],[2000]
35813,23:01:55:500,[619],[1000],[640],[1000]
35814,23:01:56:000,[619],[1000],[659],[7000]
35815,23:01:56:500,[619],[1000],[659],[7000]
35816,23:01:57:000,[619],[1000],[659],[7000]
35817,23:01:57:500,[619],[1000],[659],[7000]
35818,23:01:58:000,[619],[1000],[659],[7000]
35819,23:01:58:500,[619],[1000],[650],[1000]
35820,23:01:59:000,[619],[1000],[650],[1000]
35821,23:01:59:500,[619],[1000],[650],[1000]
35822,23:02:00:000,[619],[1000],[650],[1000]
35823,23:02:00:500,[619],[1000],[659],[8000]
35824,23:02:01:000,[619],[1000],[659],[8000]
35825,23:02:01:500,[620],[2000],[679],[9000]
35826,23:02:02:000,[610],[2000],[650],[6000]
35827,23:02:02:500,[609],[1000],[650],[3000]
35828,23:02:03:000,[609],[1000],[640],[1000]
35829,23:02:03:500,[609],[1000],[659],[5000]
35830,23:02:04:000,[619],[1000],[659],[5000]
35831,23:02:04:500,[629],[1000],[659],[5000]
35832,23:02:05:000,[620],[1000],[650],[2000]
35833,23:02:05:500,[610],[5000],[650],[2000]
35834,23:02:06:000,[610],[5000],[650],[2000]
35835,23:02:06:500,[610],[5000],[650],[2000]
35836,23:02:07:000,[610],[2000],[650],[2000]
35837,23:02:07:500,[620],[2000],[660],[3000]
35838,23:02:08:000,[620],[1000],[650],[1000]
35839,23:02:08:500,[609],[5000],[650],[4000]
35840,23:02:09:000,[609],[3000],[650],[4000]
35841,23:02:09:500,[609],[3000],[650],[4000]
35842,23:02:10:000,[609],[3000],[650],[4000]
35843,23:02:10:500,[620],[1000],[650],[4000]
35844,23:02:11:000,[620],[1000],[650],[4000]
35845,23:02:11:500,[620],[1000],[650],[4000]
35846,23:02:12:000,[610],[2000],[650],[8000]
35847,23:02:12:500,[610],[2000],[660],[8000]
35848,23:02:13:000,[610],[2000],[660],[8000]
35849,23:02:13:500,[610],[2000],[660],[8000]
35850,23:02:14:000,[610],[2000],[660],[8000]
35851,23:02:14:500,[610],[2000],[660],[8000]
35852,23:02:15:000,[610],[2000],[660],[8000]
35853,23:02:15:500,[610],[2000],[660],[8000]
35854,23:02:16:000,[620],[1000],[650],[3000]
35855,23:02:16:500,[620],[1000],[650],[3000]
35856,23:02:17:000,[620],[1000],[650],[3000]
35857,23:02:17:500,[629],[1000],[650],[3000]
35858,23:02:18:000,[629],[1000],[650],[3000]
35859,23:02:18:500,[629],[1000],[650],[2000]
35860,23:02:19:000,[629],[1000],[660],[6000]
35861,23:02:19:500,[629],[1000],[660],[7000]
35862,23:02:20:000,[629],[1000],[660],[7000]
35863,23:02:20:500,[629],[1000],[660],[7000]
35864,23:02:21:000,[629],[2000],[659],[1000]
35865,23:02:21:500,[629],[1000],[659],[1000]
35866,23:02:22:000,[629],[1000],[670],[8000]
35867,23:02:22:500,[620],[1000],[670],[8000]
35868,23:02:23:000,[620],[1000],[659],[2000]
35869,23:02:23:500,[620],[1000],[670],[7000]
35870,23:02:24:000,[620],[1000],[670],[7000]
35871,23:02:24:500,[630],[3000],[679],[4000]
35872,23:02:25:000,[630],[2000],[659],[3000]
35873,23:02:25:500,[630],[2000],[659],[3000]
35874,23:02:26:000,[630],[1000],[659],[3000]
35875,23:02:26:500,[620],[1000],[659],[3000]
35876,23:02:27:000,[620],[2000],[659],[6000]
35877,23:02:27:500,[620],[2000],[670],[6000]
35878,23:02:28:000,[620],[2000],[670],[6000]
35879,23:02:28:500,[620],[2000],[670],[6000]
35880,23:02:29:000,[629],[1000],[660],[1000]
35881,23:02:29:500,[620],[2000],[670],[6000]
35882,23:02:30:000,[620],[2000],[670],[6000]
35883,23:02:30:500,[620],[2000],[659],[5000]
35884,23:02:31:000,[629],[1000],[660],[1000]
35885,23:02:31:500,[629],[1000],[660],[1000]
35886,23:02:32:000,[620],[1000],[650],[2000]
35887,23:02:32:500,[620],[2000],[650],[2000]
35888,23:02:33:000,[620],[1000],[650],[1000]
35889,23:02:33:500,[629],[1000],[660],[7000]
35890,23:02:34:000,[629],[2000],[650],[2000]
35891,23:02:34:500,[629],[2000],[659],[2000]
35892,23:02:35:000,[629],[1000],[659],[2000]
35893,23:02:35:500,[629],[1000],[659],[2000]
35894,23:02:36:000,[629],[1000],[659],[2000]
35895,23:02:36:500,[629],[1000],[659],[2000]
35896,23:02:37:000,[629],[1000],[659],[1000]
35897,23:02:37:500,[629],[1000],[659],[1000]
35898,23:02:38:000,[629],[1000],[659],[1000]
35899,23:02:38:500,[629],[1000],[659],[1000]
35900,23:02:39:000,[629],[1000],[659],[1000]
35901,23:02:39:500,[629],[1000],[659],[1000]
35902,23:02:40:000,[629],[1000],[659],[3000]
35903,23:02:40:500,[619],[1000],[650],[2000]
35904,23:02:41:000,[619],[2000],[650],[2000]
35905,23:02:41:500,[619],[2000],[650],[4000]
35906,23:02:42:000,[629],[1000],[650],[2000]
35907,23:02:42:500,[629],[2000],[650],[2000]
35908,23:02:43:000,[629],[1000],[660],[2000]
35909,23:02:43:500,[629],[1000],[660],[2000]
35910,23:02:44:000,[629],[1000],[660],[2000]
35911,23:02:44:500,[629],[1000],[670],[3000]
35912,23:02:45:000,[609],[2000],[650],[2000]
35913,23:02:45:500,[629],[1000],[670],[3000]
35914,23:02:46:000,[629],[1000],[659],[2000]
35915,23:02:46:500,[620],[1000],[659],[2000]
35916,23:02:47:000,[629],[1000],[650],[10000]
35917,23:02:47:500,[620],[1000],[650],[2000]
35918,23:02:48:000,[620],[1000],[659],[3000]
35919,23:02:48:500,[620],[1000],[659],[4000]
35920,23:02:49:000,[629],[1000],[650],[4000]
35921,23:02:49:500,[620],[2000],[650],[4000]
35922,23:02:50:000,[620],[2000],[650],[4000]
35923,23:02:50:500,[620],[2000],[650],[1000]
35924,23:02:51:000,[620],[1000],[650],[1000]
35925,23:02:51:500,[620],[1000],[650],[1000]
35926,23:02:52:000,[620],[1000],[650],[1000]
35927,23:02:52:500,[620],[1000],[650],[3000]
35928,23:02:53:000,[620],[2000],[650],[3000]
35929,23:02:53:500,[620],[2000],[650],[3000]
35930,23:02:54:000,[629],[2000],[650],[3000]
35931,23:02:54:500,[629],[1000],[650],[3000]
35932,23:02:55:000,[620],[1000],[650],[2000]
35933,23:02:55:500,[610],[2000],[640],[1000]
35934,23:02:56:000,[620],[1000],[640],[1000]
35935,23:02:56:500,[620],[2000],[659],[3000]
35936,23:02:57:000,[620],[2000],[659],[3000]
35937,23:02:57:500,[620],[2000],[659],[3000]
35938,23:02:58:000,[620],[1000],[659],[3000]
35939,23:02:58:500,[610],[2000],[659],[3000]
35940,23:02:59:000,[620],[2000],[659],[1000]
35941,23:02:59:500,[620],[2000],[659],[1000]
35942,23:03:00:000,[620],[2000],[660],[10000]
35943,23:03:00:500,[620],[2000],[660],[10000]
35944,23:03:01:000,[620],[2000],[660],[10000]
35945,23:03:01:500,[620],[2000],[650],[2000]
35946,23:03:02:000,[620],[2000],[659],[2000]
35947,23:03:02:500,[620],[2000],[659],[2000]
35948,23:03:03:000,[620],[2000],[650],[3000]
35949,23:03:03:500,[620],[2000],[659],[3000]
35950,23:03:04:000,[620],[2000],[650],[3000]
35951,23:03:04:500,[620],[2000],[650],[3000]
35952,23:03:05:000,[620],[2000],[650],[3000]
35953,23:03:05:500,[620],[2000],[650],[3000]
35954,23:03:06:000,[620],[2000],[650],[3000]
35955,23:03:06:500,[620],[2000],[659],[3000]
35956,23:03:07:000,[620],[2000],[659],[3000]
35957,23:03:07:500,[620],[2000],[659],[3000]
35958,23:03:08:000,[610],[2000],[659],[4000]
35959,23:03:08:500,[610],[2000],[659],[4000]
35960,23:03:09:000,[610],[2000],[659],[7000]
35961,23:03:09:500,[610],[2000],[659],[6000]
35962,23:03:10:000,[610],[2000],[659],[6000]
35963,23:03:10:500,[610],[2000],[659],[6000]
35964,23:03:11:000,[610],[2000],[659],[6000]
35965,23:03:11:500,[610],[2000],[659],[6000]
35966,23:03:12:000,[610],[2000],[659],[6000]
35967,23:03:12:500,[610],[2000],[659],[6000]
35968,23:03:13:000,[610],[2000],[659],[6000]
35969,23:03:13:500,[620],[2000],[650],[9000]
35970,23:03:14:000,[629],[1000],[650],[4000]
35971,23:03:14:500,[619],[1000],[650],[5000]
35972,23:03:15:000,[619],[1000],[650],[1000]
35973,23:03:15:500,[619],[1000],[650],[1000]
35974,23:03:16:000,[619],[1000],[650],[1000]
35975,23:03:16:500,[619],[1000],[650],[1000]
35976,23:03:17:000,[619],[1000],[650],[1000]
35977,23:03:17:500,[619],[1000],[650],[1000]
35978,23:03:18:000,[619],[1000],[650],[1000]
35979,23:03:18:500,[619],[1000],[650],[1000]
35980,23:03:19:000,[619],[1000],[650],[1000]
35981,23:03:19:500,[619],[1000],[650],[1000]
35982,23:03:20:000,[619],[1000],[650],[1000]
35983,23:03:20:500,[619],[1000],[650],[1000]
35984,23:03:21:000,[619],[1000],[650],[1000]
35985,23:03:21:500,[619],[1000],[659],[9000]
35986,23:03:22:000,[619],[1000],[659],[9000]
35987,23:03:22:500,[619],[1000],[659],[9000]
35988,23:03:23:000,[619],[1000],[659],[9000]
35989,23:03:23:500,[619],[1000],[659],[9000]
35990,23:03:24:000,[619],[1000],[659],[9000]
35991,23:03:24:500,[619],[1000],[659],[9000]
35992,23:03:25:000,[620],[2000],[660],[3000]
35993,23:03:25:500,[610],[1000],[660],[3000]
35994,23:03:26:000,[620],[1000],[650],[4000]
35995,23:03:26:500,[620],[1000],[659],[4000]
35996,23:03:27:000,[620],[1000],[670],[10000]
35997,23:03:27:500,[610],[2000],[660],[9000]
35998,23:03:28:000,[620],[1000],[660],[9000]
35999,23:03:28:500,[620],[1000],[650],[2000]
36000,23:03:29:000,[620],[1000],[650],[2000]
36001,23:03:29:500,[620],[1000],[659],[6000]
36002,23:03:30:000,[620],[1000],[659],[3000]
36003,23:03:30:500,[620],[1000],[659],[3000]
36004,23:03:31:000,[620],[1000],[659],[3000]
36005,23:03:31:500,[620],[1000],[650],[3000]
36006,23:03:32:000,[609],[1000],[650],[4000]
36007,23:03:32:500,[609],[1000],[659],[7000]
36008,23:03:33:000,[609],[1000],[660],[3000]
36009,23:03:33:500,[609],[1000],[650],[3000]
36010,23:03:34:000,[609],[2000],[650],[3000]
36011,23:03:34:500,[619],[1000],[659],[7000]
36012,23:03:35:000,[609],[2000],[650],[2000]
36013,23:03:35:500,[619],[1000],[650],[2000]
36014,23:03:36:000,[619],[1000],[650],[2000]
36015,23:03:36:500,[609],[1000],[650],[2000]
36016,23:03:37:000,[609],[1000],[650],[2000]
36017,23:03:37:500,[609],[1000],[660],[5000]
36018,23:03:38:000,[620],[1000],[670],[5000]
36019,23:03:38:500,[620],[1000],[660],[5000]
36020,23:03:39:000,[609],[2000],[660],[7000]
36021,23:03:39:500,[619],[2000],[660],[5000]
36022,23:03:40:000,[609],[2000],[660],[5000]
36023,23:03:40:500,[609],[2000],[660],[5000]
36024,23:03:41:500,[609],[2000],[660],[5000]
36025,23:03:42:000,[609],[2000],[660],[5000]
36026,23:03:42:500,[609],[2000],[660],[5000]
36027,23:03:43:000,[609],[2000],[660],[6000]
36028,23:03:44:000,[609],[2000],[660],[6000]
36029,23:03:44:500,[620],[1000],[650],[5000]
36030,23:03:45:000,[610],[1000],[659],[5000]
36031,23:03:45:500,[610],[1000],[659],[5000]
36032,23:03:46:000,[629],[1000],[670],[6000]
36033,23:03:46:500,[620],[1000],[660],[6000]
36034,23:03:47:000,[620],[1000],[650],[3000]
36035,23:03:47:500,[620],[1000],[659],[3000]
36036,23:03:48:000,[620],[1000],[650],[3000]
36037,23:03:48:500,[620],[1000],[650],[3000]
36038,23:03:49:000,[620],[1000],[650],[3000]
36039,23:03:49:500,[610],[1000],[640],[2000]
36040,23:03:50:000,[610],[1000],[650],[2000]
36041,23:03:50:500,[620],[1000],[659],[3000]
36042,23:03:51:000,[620],[1000],[650],[6000]
36043,23:03:51:500,[620],[1000],[650],[3000]
36044,23:03:52:000,[620],[1000],[650],[3000]
36045,23:03:52:500,[609],[1000],[650],[4000]
36046,23:03:53:000,[609],[1000],[650],[2000]
36047,23:03:53:500,[609],[1000],[660],[6000]
36048,23:03:54:000,[619],[1000],[660],[6000]
36049,23:03:54:500,[619],[1000],[660],[6000]
36050,23:03:55:000,[609],[1000],[650],[2000]
36051,23:03:55:500,[609],[1000],[650],[2000]
36052,23:03:56:000,[619],[1000],[660],[4000]
36053,23:03:56:500,[619],[1000],[660],[4000]
36054,23:03:57:000,[619],[1000],[660],[4000]
36055,23:03:57:500,[609],[1000],[660],[1000]
36056,23:03:58:000,[609],[1000],[660],[1000]
36057,23:03:58:500,[609],[1000],[660],[1000]
36058,23:03:59:000,[609],[1000],[650],[1000]
36059,23:03:59:500,[609],[1000],[650],[1000]
36060,23:04:00:000,[620],[1000],[659],[8000]
36061,23:04:00:500,[609],[1000],[650],[1000]
36062,23:04:01:000,[609],[1000],[659],[9000]
36063,23:04:01:500,[609],[1000],[659],[9000]
36064,23:04:02:000,[620],[1000],[659],[3000]
36065,23:04:02:500,[620],[1000],[660],[7000]
36066,23:04:03:000,[620],[1000],[660],[8000]
36067,23:04:03:500,[620],[1000],[660],[8000]
36068,23:04:04:000,[610],[1000],[660],[8000]
36069,23:04:04:500,[620],[1000],[660],[8000]
36070,23:04:05:000,[610],[2000],[660],[8000]
36071,23:04:05:500,[620],[2000],[660],[8000]
36072,23:04:06:000,[620],[2000],[660],[8000]
36073,23:04:06:500,[620],[2000],[640],[7000]
36074,23:04:07:000,[630],[1000],[650],[4000]
36075,23:04:07:500,[600],[3000],[670],[12000]
36076,23:04:08:000,[620],[1000],[659],[12000]
36077,23:04:08:500,[620],[1000],[650],[11000]
36078,23:04:09:000,[620],[1000],[650],[11000]
36079,23:04:09:500,[620],[1000],[650],[9000]
36080,23:04:10:000,[610],[3000],[639],[6000]
36081,23:04:10:500,[610],[1000],[639],[4000]
36082,23:04:11:000,[600],[3000],[659],[3000]
36083,23:04:11:500,[600],[3000],[659],[5000]
36084,23:04:12:000,[620],[1000],[659],[5000]
36085,23:04:12:500,[610],[1000],[659],[3000]
36086,23:04:13:000,[620],[1000],[670],[4000]
36087,23:04:13:500,[620],[1000],[659],[11000]
36088,23:04:14:000,[620],[1000],[659],[10000]
36089,23:04:14:500,[620],[1000],[650],[10000]
36090,23:04:15:000,[610],[2000],[650],[10000]
36091,23:04:15:500,[610],[2000],[640],[1000]
36092,23:04:16:000,[620],[1000],[659],[9000]
36093,23:04:16:500,[620],[1000],[659],[9000]
36094,23:04:17:000,[620],[1000],[659],[11000]
36095,23:04:17:500,[620],[1000],[659],[11000]
36096,23:04:18:000,[620],[1000],[659],[11000]
36097,23:04:18:500,[620],[1000],[659],[11000]
36098,23:04:19:000,[620],[1000],[659],[11000]
36099,23:04:19:500,[620],[1000],[659],[11000]
36100,23:04:20:000,[620],[1000],[659],[11000]
36101,23:04:20:500,[620],[1000],[659],[11000]
36102,23:04:21:000,[620],[1000],[659],[11000]
36103,23:04:21:500,[620],[1000],[650],[1000]
36104,23:04:22:000,[620],[2000],[659],[10000]
36105,23:04:22:500,[620],[2000],[659],[9000]
36106,23:04:23:000,[620],[2000],[639],[8000]
36107,23:04:23:500,[620],[2000],[659],[4000]
36108,23:04:24:000,[620],[1000],[659],[2000]
36109,23:04:24:500,[609],[1000],[650],[2000]
